"","ID","Group_type","Datetime","sampperiod","age","group"
"2558","813","LB",2010-03-20 17:27:00,2,24,1719
"2560","214","LB",2010-03-24 11:10:00,2,34,1721
"2561","333","B",2010-03-24 12:35:00,2,34,1722
"2562","422","B",2010-03-24 12:35:00,2,44,1722
"2563","349","B",2010-03-27 08:00:00,2,44,1723
"2564","529","B",2010-03-27 08:00:00,2,24,1723
"2569","143","B",2010-04-10 08:00:00,2,34,1726
"2570","543","LB",2010-04-10 08:30:00,2,34,1727
"2572","143","B",2010-04-14 08:05:00,2,34,1729
"2573","285","LB",2010-04-14 13:00:00,2,44,1730
"2574","349","B",2010-04-14 16:10:00,2,44,1731
"2575","285","LB",2010-04-15 11:14:00,2,44,1732
"2576","75","B",2010-04-17 09:00:00,2,44,1733
"2577","941","B",2010-04-17 09:00:00,2,53,1733
"2578","422","B",2010-04-17 10:45:00,2,44,1734
"2579","794","B",2010-04-17 10:45:00,2,24,1734
"2580","816","B",2010-04-17 10:45:00,2,34,1734
"2581","75","B",2010-04-17 10:45:00,2,44,1734
"2582","941","B",2010-04-17 10:45:00,2,53,1734
"2587","21","LB",2010-05-05 10:10:00,2,24,1737
"2588","55","LB",2010-05-21 08:51:00,2,24,1738
"2589","685","LB",2010-05-25 11:05:00,2,34,1739
"2592","719","LB",2010-05-27 10:33:00,2,24,1741
"2593","878","LB",2010-05-29 09:48:00,2,24,1742
"2596","143","B",2010-06-14 08:50:00,2,34,1745
"2597","459","B",2010-06-14 08:50:00,2,44,1745
"2598","706","B",2010-06-15 08:22:00,2,34,1746
"2599","708","B",2010-06-15 08:22:00,2,24,1746
"2600","416","LB",2010-06-18 09:49:00,2,44,1747
"2603","655","B",2010-06-25 16:08:00,2,24,1749
"2604","692","B",2010-06-25 16:08:00,2,24,1749
"2605","749","B",2010-06-27 09:21:00,2,24,1750
"2606","36","LB",2010-06-27 09:50:00,2,24,1751
"2607","871","B",2010-07-08 13:06:00,2,24,1752
"2608","36","B",2010-07-09 10:11:00,2,24,1753
"2609","333","B",2010-07-09 10:11:00,2,34,1753
"2610","431","B",2010-07-11 13:56:00,2,44,1754
"2611","143","LB",2010-07-13 09:50:00,2,34,1755
"2612","75","LB",2010-07-13 10:51:00,2,44,1756
"2613","86","B",2010-07-14 09:50:00,2,24,1757
"2614","878","B",2010-07-14 09:50:00,2,24,1757
"2615","62","B",2010-07-14 11:05:00,2,24,1758
"2616","360","B",2010-07-14 11:05:00,2,36,1758
"2617","667","LB",2010-07-18 09:00:00,2,24,1759
"2618","62","B",2010-07-19 08:22:00,2,24,1760
"2619","75","B",2010-07-19 08:22:00,2,44,1760
"2620","84","B",2010-07-19 08:22:00,2,24,1760
"2621","375","B",2010-07-19 08:22:00,2,24,1760
"2622","459","B",2010-07-19 08:22:00,2,44,1760
"2623","426","B",2010-07-22 08:12:00,2,28,1761
"2624","524","LB",2010-07-24 11:45:00,2,61,1762
"2625","86","B",2010-07-26 08:40:00,2,24,1763
"2626","170","LB",2010-07-27 10:01:00,2,44,1764
"2633","285","B",2010-08-08 08:36:00,2,44,1769
"2634","529","LB",2010-08-08 16:00:00,2,24,1770
"2635","426","B",2010-08-08 17:20:00,2,28,1771
"2636","70","LB",2010-08-09 16:30:00,2,24,1772
"2639","776","B",2010-08-19 09:29:00,2,34,1774
"2640","285","B",2010-09-07 10:15:00,2,44,1775
"2641","776","B",2010-09-07 10:15:00,2,34,1775
"2642","285","B",2010-09-09 16:00:00,2,44,1776
"2643","776","B",2010-09-09 16:00:00,2,34,1776
"2644","75","LB",2010-09-15 08:21:00,2,44,1777
"2645","285","B",2010-09-15 14:17:00,2,44,1778
"2646","776","B",2010-09-15 14:17:00,2,34,1778
"2647","285","LB",2010-09-15 16:20:00,2,44,1779
"2656","158","LB",2010-09-22 12:03:00,2,34,1784
"2657","753","LB",2010-09-23 10:06:00,2,24,1785
"2658","23","B",2010-09-23 17:30:00,2,24,1786
"2659","776","B",2010-09-29 15:45:00,2,34,1787
"2660","431","B",2010-10-05 06:20:00,2,44,1788
"2661","285","B",2010-10-19 16:40:00,2,44,1789
"2662","776","B",2010-10-19 16:40:00,2,34,1789
"2668","108","B",2010-10-24 17:45:00,2,54,1793
"2669","285","B",2010-10-24 17:45:00,2,44,1793
"2670","426","B",2010-10-24 17:45:00,2,28,1793
"2671","285","B",2010-10-25 12:00:00,2,44,1794
"2672","776","B",2010-10-25 12:00:00,2,34,1794
"2674","827","B",2010-11-09 15:15:00,3,21,1796
"2675","863","B",2010-11-09 15:15:00,3,23,1796
"2676","935","B",2010-11-09 15:15:00,3,21,1796
"2677","863","B",2010-11-10 18:00:00,3,23,1797
"2678","406","B",2010-11-13 08:17:00,3,48,1798
"2679","851","B",2010-11-13 08:17:00,3,38,1798
"2680","406","B",2010-11-13 13:36:00,3,48,1799
"2681","851","B",2010-11-13 13:36:00,3,38,1799
"2682","285","LB",2010-11-14 09:30:00,3,48,1800
"2684","170","B",2010-12-02 08:55:00,3,48,1802
"2685","143","B",2010-12-02 11:10:00,3,38,1803
"2686","839","B",2010-12-05 08:50:00,3,65,1804
"2687","349","LB",2010-12-06 09:30:00,3,48,1805
"2688","170","B",2010-12-07 09:10:00,3,48,1806
"2689","642","LB",2010-12-15 12:10:00,3,38,1807
"2690","11","LB",2010-12-16 14:01:00,3,28,1808
"2691","647","B",2010-12-17 08:08:00,3,38,1809
"2694","426","LB",2010-12-18 08:03:00,3,32,1812
"2695","426","B",2010-12-18 08:15:00,3,32,1813
"2696","422","LB",2010-12-19 08:35:00,3,48,1814
"2697","11","LB",2010-12-19 10:29:00,3,28,1815
"2698","349","B",2010-12-21 06:53:00,3,48,1816
"2699","710","B",2010-12-21 06:53:00,3,38,1816
"2700","839","B",2010-12-21 06:53:00,3,65,1816
"2702","422","LB",2010-12-22 11:32:00,3,48,1818
"2705","422","LB",2010-12-28 07:49:00,3,48,1821
"2706","422","LB",2010-12-29 07:30:00,3,48,1822
"2707","839","LB",2010-12-29 07:55:00,3,65,1823
"2708","422","LB",2010-12-29 10:43:00,3,48,1824
"2709","170","B",2010-12-29 11:54:00,3,48,1825
"2710","247","B",2010-12-30 17:16:00,3,23,1826
"2711","538","B",2010-12-30 17:16:00,3,33,1826
"2715","349","LB",2011-01-04 07:13:00,3,48,1828
"2716","776","LB",2011-01-08 17:28:00,3,38,1829
"2717","170","B",2011-01-09 09:49:00,3,48,1830
"2720","685","B",2011-01-11 08:39:00,3,38,1832
"2721","538","LB",2011-01-11 18:30:00,3,33,1833
"2733","170","B",2011-01-26 10:15:00,3,48,1843
"2734","170","B",2011-01-26 11:25:00,3,48,1844
"2735","871","B",2011-01-26 11:25:00,3,28,1844
"2736","753","LB",2011-01-27 09:18:00,3,28,1845
"2737","719","LB",2011-01-27 12:30:00,3,28,1846
"2739","349","LB",2011-01-28 14:59:00,3,48,1848
"2740","407","B",2011-01-28 15:45:00,3,38,1849
"2741","301","LB",2011-01-29 09:35:00,3,38,1850
"2743","719","B",2011-01-29 11:49:00,3,28,1851
"2744","170","B",2011-01-30 12:38:00,3,48,1852
"2745","685","B",2011-01-30 12:38:00,3,38,1852
"2746","647","LB",2011-01-31 07:36:00,3,38,1853
"2747","753","LB",2011-01-31 14:56:00,3,28,1854
"2748","170","LB",2011-01-31 15:39:00,3,48,1855
"2752","193","LB",2011-02-02 07:39:00,3,28,1859
"2754","379","B",2011-02-02 16:46:00,3,53,1861
"2755","792","B",2011-02-02 16:46:00,3,38,1861
"2757","285","LB",2011-02-08 16:50:00,3,48,1863
"2759","878","LB",2011-02-11 12:20:00,3,28,1865
"2761","117","B",2011-02-13 07:53:00,3,28,1867
"2764","529","B",2011-02-13 07:53:00,3,28,1867
"2765","708","B",2011-02-13 07:53:00,3,28,1867
"2766","117","B",2011-02-14 08:50:00,3,28,1868
"2767","170","B",2011-02-14 08:50:00,3,48,1868
"2769","529","B",2011-02-14 08:50:00,3,28,1868
"2770","708","B",2011-02-14 08:50:00,3,28,1868
"2773","685","LB",2011-02-15 07:55:00,3,38,1871
"2775","448","LB",2011-02-16 11:50:00,3,38,1873
"2776","499","B",2011-02-19 09:22:00,3,28,1874
"2777","692","B",2011-02-19 09:22:00,3,28,1874
"2779","418","B",2011-02-26 11:37:00,3,28,1876
"2780","448","B",2011-02-26 11:37:00,3,38,1876
"2781","170","LB",2011-02-26 12:33:00,3,48,1877
"2782","279","LB",2011-02-27 07:08:00,3,48,1878
"2783","170","LB",2011-02-27 09:36:00,3,48,1879
"2784","655","LB",2011-02-28 07:48:00,3,28,1880
"2785","170","B",2011-02-28 08:50:00,3,48,1881
"2786","448","B",2011-02-28 08:50:00,3,38,1881
"2787","753","B",2011-02-28 08:50:00,3,28,1881
"2789","285","LB",2011-02-28 17:00:00,3,48,1883
"2791","794","LB",2011-03-02 08:20:00,3,28,1885
"2792","349","B",2011-03-03 09:20:00,3,48,1886
"2793","422","B",2011-03-03 09:20:00,3,48,1886
"2794","333","B",2011-03-04 09:04:00,3,38,1887
"2795","816","B",2011-03-04 09:04:00,3,38,1887
"2796","839","LB",2011-03-04 12:08:00,3,65,1888
"2797","84","LB",2011-03-07 08:15:00,3,28,1889
"2798","422","B",2011-03-10 11:20:00,3,48,1890
"2799","170","LB",2011-03-10 12:22:00,3,48,1891
"2800","141","B",2011-03-10 14:42:00,3,28,1892
"2801","463","B",2011-03-10 14:42:00,3,28,1892
"2803","320","LB",2011-03-11 18:30:00,3,30,1893
"2804","143","B",2011-03-29 11:47:00,3,38,1894
"2806","448","B",2011-03-31 11:26:00,3,38,1895
"2807","75","B",2011-04-03 08:59:00,3,48,1896
"2808","84","B",2011-04-03 08:59:00,3,28,1896
"2809","214","B",2011-04-03 08:59:00,3,38,1896
"2810","328","B",2011-04-03 08:59:00,3,28,1896
"2812","285","LB",2011-04-03 12:15:00,3,48,1898
"2815","262","LB",2011-04-04 16:30:00,3,22,1901
"2816","170","LB",2011-04-05 09:51:00,3,48,1902
"2817","543","LB",2011-04-06 08:35:00,3,38,1903
"2818","349","B",2011-04-06 10:03:00,3,48,1904
"2819","406","B",2011-04-06 10:03:00,3,48,1904
"2820","529","B",2011-04-06 10:03:00,3,28,1904
"2821","631","B",2011-04-06 10:03:00,3,38,1904
"2822","349","B",2011-04-07 09:13:00,3,48,1905
"2823","406","B",2011-04-07 09:13:00,3,48,1905
"2824","529","B",2011-04-07 09:13:00,3,28,1905
"2825","514","B",2011-04-07 10:47:00,3,28,1906
"2828","75","B",2011-04-13 08:51:00,3,48,1908
"2829","84","B",2011-04-13 08:51:00,3,28,1908
"2830","214","B",2011-04-13 08:51:00,3,38,1908
"2831","890","B",2011-04-13 08:51:00,3,28,1908
"2833","190","B",2011-04-13 12:22:00,3,28,1909
"2834","349","B",2011-04-13 12:22:00,3,48,1909
"2835","753","B",2011-04-13 12:22:00,3,28,1909
"2836","636","LB",2011-04-16 17:20:00,3,22,1910
"2837","177","B",2011-04-19 16:45:00,3,22,1911
"2839","7","B",2011-04-22 08:57:00,3,28,1913
"2840","190","B",2011-04-22 08:57:00,3,28,1913
"2841","528","B",2011-04-22 08:57:00,3,38,1913
"2842","631","B",2011-04-22 08:57:00,3,38,1913
"2843","753","LB",2011-04-22 10:50:00,3,28,1914
"2844","349","B",2011-04-23 09:46:00,3,48,1915
"2845","141","B",2011-04-23 11:13:00,3,28,1916
"2846","254","B",2011-04-23 11:13:00,3,28,1916
"2847","418","B",2011-04-23 11:13:00,3,28,1916
"2848","422","B",2011-04-23 11:13:00,3,48,1916
"2849","448","B",2011-04-23 11:13:00,3,38,1916
"2850","837","B",2011-04-23 11:13:00,3,38,1916
"2851","915","B",2011-04-23 11:13:00,3,28,1916
"2852","333","B",2011-04-24 07:56:00,3,38,1917
"2853","719","B",2011-04-29 08:50:00,3,28,1918
"2854","333","B",2011-05-01 08:39:00,3,38,1919
"2855","897","B",2011-05-01 08:39:00,3,28,1919
"2857","422","B",2011-05-02 10:10:00,3,48,1921
"2858","708","LB",2011-05-04 08:04:00,3,28,1922
"2860","84","B",2011-05-05 11:06:00,3,28,1924
"2861","333","B",2011-05-05 11:06:00,3,38,1924
"2862","458","B",2011-05-05 11:06:00,3,28,1924
"2865","918","LB",2011-05-05 17:20:00,3,28,1927
"2866","755","B",2011-05-06 12:56:00,3,28,1928
"2867","349","B",2011-05-07 09:32:00,3,48,1929
"2868","719","B",2011-05-07 09:32:00,3,28,1929
"2869","45","B",2011-05-07 11:24:00,3,28,1930
"2870","418","B",2011-05-07 11:24:00,3,28,1930
"2871","528","B",2011-05-07 11:24:00,3,38,1930
"2872","47","LB",2011-05-08 10:08:00,3,38,1931
"2873","685","B",2011-05-12 08:43:00,3,38,1932
"2874","333","LB",2011-05-12 10:07:00,3,38,1933
"2875","84","B",2011-05-12 10:30:00,3,28,1934
"2876","280","B",2011-05-13 06:57:00,3,22,1935
"2877","285","B",2011-05-13 06:57:00,3,48,1935
"2878","326","B",2011-05-13 06:57:00,3,27,1935
"2879","776","B",2011-05-13 06:57:00,3,38,1935
"2880","428","B",2011-05-13 09:03:00,3,64,1936
"2881","333","B",2011-05-14 08:13:00,3,38,1937
"2883","285","LB",2011-05-14 22:00:00,3,48,1939
"2885","422","B",2011-05-16 08:08:00,3,48,1941
"2886","529","B",2011-05-16 08:08:00,3,28,1941
"2887","332","B",2011-05-17 14:45:00,3,22,1942
"2888","352","B",2011-05-17 14:45:00,3,20,1942
"2889","776","B",2011-05-17 15:00:00,3,38,1943
"2890","285","B",2011-05-18 14:45:00,3,48,1944
"2891","415","B",2011-05-18 14:45:00,3,22,1944
"2892","422","B",2011-05-20 09:15:00,3,48,1945
"2893","543","B",2011-05-20 09:15:00,3,38,1945
"2894","878","LB",2011-05-20 10:26:00,3,28,1946
"2895","70","LB",2011-05-22 13:00:00,3,28,1947
"2896","871","LB",2011-05-24 09:02:00,3,28,1948
"2897","285","B",2011-05-28 11:10:00,3,48,1949
"2898","537","B",2011-05-28 11:10:00,3,22,1949
"2899","863","B",2011-05-28 11:10:00,3,23,1949
"2900","285","B",2011-05-28 16:20:00,3,48,1950
"2901","776","B",2011-05-28 16:20:00,3,38,1950
"2902","863","B",2011-05-28 16:20:00,3,23,1950
"2903","285","B",2011-05-30 14:20:00,3,48,1951
"2904","776","B",2011-05-30 14:20:00,3,38,1951
"2905","685","B",2011-06-05 12:10:00,3,38,1952
"2906","897","B",2011-06-05 12:10:00,3,28,1952
"2907","918","B",2011-06-07 08:55:00,3,28,1953
"2909","422","B",2011-06-07 10:55:00,3,48,1955
"2910","596","B",2011-06-07 10:55:00,3,28,1955
"2911","794","B",2011-06-07 10:55:00,3,28,1955
"2912","922","B",2011-06-07 10:55:00,3,28,1955
"2913","75","B",2011-06-14 10:08:00,3,48,1956
"2914","84","B",2011-06-14 10:08:00,3,28,1956
"2915","170","B",2011-06-14 10:08:00,3,48,1956
"2916","416","B",2011-06-14 10:08:00,3,48,1956
"2918","543","LB",2011-06-15 09:12:00,3,38,1958
"2919","84","B",2011-06-15 10:05:00,3,28,1959
"2920","170","B",2011-06-15 10:05:00,3,48,1959
"2921","446","B",2011-06-15 10:05:00,3,38,1959
"2922","794","B",2011-06-15 10:05:00,3,28,1959
"2923","333","B",2011-06-15 14:17:00,3,38,1960
"2926","685","LB",2011-06-18 10:29:00,3,38,1963
"2927","661","B",2011-06-18 11:15:00,3,28,1964
"2930","170","B",2011-06-25 09:15:00,3,48,1967
"2931","458","B",2011-06-25 09:15:00,3,28,1967
"2932","860","B",2011-06-25 09:15:00,3,38,1967
"2933","918","B",2011-06-25 09:15:00,3,28,1967
"2936","681","B",2011-06-27 11:04:00,3,22,1969
"2939","333","LB",2011-07-04 17:02:00,3,38,1972
"2942","918","B",2011-07-07 08:55:00,3,28,1975
"2944","347","LB",2011-07-07 11:05:00,3,28,1977
"2945","47","B",2011-07-07 13:20:00,3,38,1978
"2946","86","B",2011-07-07 13:20:00,3,28,1978
"2947","708","B",2011-07-07 13:20:00,3,28,1978
"2950","871","LB",2011-07-10 09:55:00,3,28,1980
"2952","860","LB",2011-07-10 11:15:00,3,38,1982
"2953","285","B",2011-07-10 16:30:00,3,48,1983
"2954","776","B",2011-07-10 16:30:00,3,38,1983
"2955","285","B",2011-07-10 16:30:00,3,48,1983
"2956","776","B",2011-07-10 16:30:00,3,38,1983
"2957","333","B",2011-07-19 08:17:00,3,38,1984
"2958","285","B",2011-07-21 17:00:00,3,48,1985
"2959","776","B",2011-07-21 17:00:00,3,38,1985
"2960","285","B",2011-07-22 16:47:00,3,48,1986
"2961","776","B",2011-07-22 16:47:00,3,38,1986
"2962","285","B",2011-07-24 17:00:00,3,48,1987
"2963","776","B",2011-07-24 17:00:00,3,38,1987
"2964","285","B",2011-07-26 15:13:00,3,48,1988
"2965","776","B",2011-07-26 15:13:00,3,38,1988
"2966","780","B",2011-07-28 09:20:00,3,22,1989
"2967","904","B",2011-07-28 09:20:00,3,22,1989
"2968","285","B",2011-07-28 09:55:00,3,48,1990
"2969","776","B",2011-07-28 09:55:00,3,38,1990
"2970","285","B",2011-07-31 12:44:00,3,48,1991
"2971","776","B",2011-07-31 12:44:00,3,38,1991
"2972","285","B",2011-08-01 11:30:00,3,48,1992
"2973","776","B",2011-08-01 11:30:00,3,38,1992
"2974","285","B",2011-08-01 12:50:00,3,48,1993
"2975","776","B",2011-08-01 12:50:00,3,38,1993
"2976","887","B",2011-08-05 08:47:00,3,22,1994
"2977","685","LB",2011-08-06 10:43:00,3,38,1995
"2978","667","B",2011-08-07 09:30:00,3,28,1996
"2979","329","B",2011-08-08 09:52:00,3,27,1997
"2980","613","B",2011-08-08 09:52:00,3,22,1997
"2985","170","B",2011-08-14 10:53:00,3,48,2000
"2986","349","B",2011-08-14 14:23:00,3,48,2001
"2987","685","B",2011-08-14 14:23:00,3,38,2001
"2989","170","B",2011-08-17 11:01:00,3,48,2003
"2992","936","B",2011-08-17 11:01:00,3,28,2003
"2993","543","LB",2011-08-17 14:00:00,3,38,2004
"2995","405","B",2011-08-19 11:09:00,3,22,2006
"2997","333","B",2011-08-21 11:30:00,3,38,2008
"2998","543","LB",2011-08-22 08:23:00,3,38,2009
"2999","134","B",2011-08-22 16:24:00,3,25,2010
"3000","92","B",2011-08-23 17:00:00,3,22,2011
"3001","331","B",2011-08-23 17:00:00,3,22,2011
"3002","841","B",2011-08-23 17:00:00,3,22,2011
"3003","92","B",2011-08-23 17:00:00,3,22,2011
"3004","426","B",2011-08-24 09:42:00,3,32,2012
"3005","733","B",2011-08-24 16:21:00,3,22,2013
"3007","285","LB",2011-08-27 09:27:00,3,48,2014
"3008","285","B",2011-08-28 17:20:00,3,48,2015
"3009","776","B",2011-08-28 17:20:00,3,38,2015
"3010","285","B",2011-08-29 09:05:00,3,48,2016
"3011","776","B",2011-08-29 09:05:00,3,38,2016
"3012","285","B",2011-08-30 07:00:00,3,48,2017
"3013","776","B",2011-08-30 07:00:00,3,38,2017
"3014","863","B",2011-08-30 07:00:00,3,23,2017
"3015","935","B",2011-08-30 07:00:00,3,21,2017
"3017","92","B",2011-09-02 14:45:00,3,22,2019
"3018","182","B",2011-09-02 14:45:00,3,27,2019
"3019","201","B",2011-09-02 14:45:00,3,22,2019
"3020","776","B",2011-09-02 16:39:00,3,38,2020
"3021","776","B",2011-09-04 13:25:00,3,38,2021
"3022","45","B",2011-09-05 10:05:00,3,28,2022
"3023","349","B",2011-09-05 10:05:00,3,48,2022
"3024","45","B",2011-09-06 12:05:00,3,28,2023
"3025","349","B",2011-09-06 12:05:00,3,48,2023
"3028","45","B",2011-09-07 10:34:00,3,28,2025
"3029","285","B",2011-09-07 11:45:00,3,48,2026
"3030","863","B",2011-09-07 11:45:00,3,23,2026
"3031","794","LB",2011-09-07 12:23:00,3,28,2027
"3032","431","LB",2011-09-07 15:10:00,3,48,2028
"3033","428","B",2011-09-08 13:00:00,3,64,2029
"3034","873","B",2011-09-08 13:00:00,3,28,2029
"3035","936","B",2011-09-08 13:00:00,3,28,2029
"3036","170","B",2011-09-08 13:20:00,3,48,2030
"3037","661","B",2011-09-08 13:20:00,3,28,2030
"3038","333","B",2011-09-09 09:15:00,3,38,2031
"3039","801","B",2011-09-09 09:15:00,3,28,2031
"3040","897","B",2011-09-09 09:15:00,3,28,2031
"3041","873","B",2011-09-09 12:00:00,3,28,2032
"3043","410","B",2011-09-10 09:06:00,3,27,2033
"3044","170","B",2011-09-17 11:10:00,3,48,2034
"3045","540","B",2011-09-17 11:10:00,3,38,2034
"3046","661","B",2011-09-17 11:10:00,3,28,2034
"3048","349","B",2011-09-17 14:00:00,3,48,2035
"3049","406","B",2011-09-17 14:00:00,3,48,2035
"3050","685","B",2011-09-17 14:00:00,3,38,2035
"3051","285","B",2011-09-19 18:10:00,3,48,2036
"3052","776","B",2011-09-19 18:10:00,3,38,2036
"3053","285","B",2011-09-20 14:27:00,3,48,2037
"3054","776","B",2011-09-20 14:27:00,3,38,2037
"3055","860","LB",2011-09-21 09:15:00,3,38,2038
"3058","687","B",2011-09-23 10:22:00,3,28,2040
"3059","333","B",2011-09-23 13:00:00,3,38,2041
"3060","401","B",2011-09-25 10:20:00,3,22,2042
"3061","538","B",2011-09-25 10:20:00,3,33,2042
"3062","13","B",2011-09-27 17:30:00,3,37,2043
"3063","811","B",2011-09-27 17:30:00,3,22,2043
"3064","357","B",2011-09-28 08:55:00,3,20,2044
"3065","946","B",2011-09-28 08:55:00,3,23,2044
"3066","426","B",2011-09-28 08:55:00,3,32,2044
"3067","92","B",2011-10-02 12:01:00,3,22,2045
"3068","349","B",2011-10-04 10:55:00,3,48,2046
"3069","406","B",2011-10-04 10:55:00,3,48,2046
"3070","84","B",2011-10-04 10:55:00,3,28,2046
"3071","170","B",2011-10-05 09:30:00,3,48,2047
"3072","407","B",2011-10-05 10:49:00,3,38,2048
"3073","837","B",2011-10-05 10:49:00,3,38,2048
"3074","170","B",2011-10-06 09:45:00,3,48,2049
"3075","837","B",2011-10-06 09:45:00,3,38,2049
"3076","11","B",2011-10-06 09:45:00,3,28,2049
"3077","344","B",2011-10-06 09:45:00,3,30,2049
"3078","340","B",2011-10-06 09:45:00,3,35,2049
"3079","753","LB",2011-10-06 18:00:00,3,28,2050
"3082","704","B",2011-10-07 09:20:00,3,28,2052
"3083","839","B",2011-10-07 10:23:00,3,65,2053
"3084","685","B",2011-10-10 13:30:00,3,38,2054
"3093","422","B",2011-10-21 13:03:00,3,48,2059
"3095","776","LB",2011-10-25 10:06:00,3,38,2061
"3098","170","B",2011-10-26 13:35:00,3,48,2064
"3099","710","B",2011-10-26 13:35:00,3,38,2064
"3100","704","B",2011-10-26 13:35:00,3,28,2064
"3101","11","B",2011-10-26 13:35:00,3,28,2064
"3102","349","LB",2011-11-03 12:30:00,3,48,2065
"3104","543","LB",2011-11-04 15:47:00,3,38,2067
"3105","422","B",2011-11-07 13:00:00,3,48,2068
"3106","11","B",2011-11-07 13:00:00,3,28,2068
"3107","543","LB",2011-11-07 14:30:00,3,38,2069
"3108","685","B",2011-11-07 14:48:00,3,38,2070
"3109","349","B",2011-11-07 14:48:00,3,48,2070
"3110","170","B",2011-11-07 14:48:00,3,48,2070
"3113","65","B",2011-11-08 13:59:00,3,25,2073
"3114","155","B",2011-11-08 13:59:00,3,25,2073
"3116","333","LB",2011-11-09 12:07:00,3,38,2075
"3119","710","B",2011-11-17 13:46:00,3,38,2078
"3120","170","B",2011-11-17 13:46:00,3,48,2078
"3122","349","B",2011-11-21 14:42:00,3,48,2080
"3124","647","LB",2011-11-23 13:35:00,3,38,2082
"3125","543","LB",2011-11-25 10:39:00,3,38,2083
"3128","109","LB",2011-11-30 09:34:00,3,25,2086
"3134","595","B",2011-12-05 17:30:00,3,25,2090
"3135","16","B",2011-12-05 17:30:00,3,23,2090
"3137","465","B",2011-12-05 17:30:00,3,30,2090
"3138","487","B",2011-12-05 17:30:00,3,25,2090
"3139","903","B",2011-12-05 17:30:00,3,20,2090
"3140","349","B",2011-12-06 10:12:00,3,48,2091
"3141","685","B",2011-12-06 10:12:00,3,38,2091
"3142","569","LB",2011-12-06 14:46:00,3,25,2092
"3144","758","B",2011-12-10 10:35:00,3,28,2094
"3145","196","B",2011-12-10 10:40:00,3,23,2095
"3146","569","LB",2011-12-11 13:23:00,3,25,2096
"3147","349","LB",2011-12-12 10:16:00,3,48,2097
"3148","543","B",2011-12-12 13:40:00,3,38,2098
"3149","84","B",2011-12-12 13:40:00,3,28,2098
"3160","725","LB",2011-12-13 11:45:00,3,28,2101
"3162","543","LB",2011-12-15 08:33:00,3,38,2103
"3171","505","LB",2011-12-25 12:42:00,3,48,2108
"3172","543","B",2011-12-27 16:20:00,3,38,2109
"3176","685","B",2012-01-03 10:56:00,3,38,2113
"3177","483","B",2012-01-03 10:56:00,3,24,2113
"3178","170","B",2012-01-03 11:33:00,3,48,2114
"3179","878","B",2012-01-03 11:33:00,3,28,2114
"3180","710","B",2012-01-03 11:33:00,3,38,2114
"3181","543","LB",2012-01-03 12:24:00,3,38,2115
"3182","776","B",2012-01-06 11:02:00,3,38,2116
"3183","429","B",2012-01-06 11:02:00,3,34,2116
"3184","671","LB",2012-01-06 13:57:00,3,34,2117
"3187","704","LB",2012-01-07 16:10:00,3,28,2120
"3188","528","B",2012-01-09 12:32:00,3,38,2121
"3189","349","B",2012-01-10 12:46:00,3,48,2122
"3191","417","LB",2012-01-11 13:33:00,3,29,2124
"3192","512","B",2012-01-11 14:36:00,3,24,2125
"3197","844","LB",2012-01-12 13:20:00,3,28,2128
"3200","685","LB",2012-02-08 13:10:00,3,38,2131
"3205","422","LB",2012-02-22 10:32:00,3,48,2136
"3207","422","LB",2012-03-06 09:30:00,3,48,2138
"3208","333","B",2012-04-03 10:11:00,3,38,2139
"3209","333","LB",2012-04-03 10:54:00,3,38,2140
"3212","426","B",2012-04-04 12:00:00,3,32,2143
"3213","349","B",2012-04-05 12:31:00,3,48,2144
"3214","704","B",2012-04-05 12:31:00,3,28,2144
"3215","333","B",2012-04-12 11:54:00,3,38,2145
"3216","143","B",2012-04-12 11:54:00,3,38,2145
"3217","422","B",2012-04-25 13:44:00,3,48,2146
"3218","69","LB",2012-04-26 10:13:00,3,24,2147
"3219","451","B",2012-04-26 11:15:00,3,24,2148
"3220","685","B",2012-04-26 11:15:00,3,38,2148
"3221","685","LB",2012-04-26 14:43:00,3,38,2149
"3227","596","LB",2012-05-01 09:45:00,3,28,2153
"3228","333","B",2012-05-01 11:45:00,3,38,2154
"3229","426","LB",2012-05-02 11:32:00,3,32,2155
"3234","422","B",2012-05-04 12:51:00,3,48,2158
"3235","84","B",2012-05-08 09:30:00,3,28,2159
"3236","406","B",2012-05-08 09:30:00,3,48,2159
"3237","75","B",2012-05-08 09:30:00,3,48,2159
"3238","550","B",2012-05-08 12:17:00,3,34,2160
"3239","524","B",2012-05-12 11:02:00,3,65,2161
"3240","936","B",2012-05-12 11:02:00,3,28,2161
"3241","776","LB",2012-05-12 11:55:00,3,38,2162
"3242","511","B",2012-05-12 12:15:00,3,38,2163
"3243","685","LB",2012-05-13 09:48:00,3,38,2164
"3248","86","LB",2012-06-05 09:55:00,3,28,2169
"3249","170","B",2012-06-05 10:20:00,3,48,2170
"3250","333","B",2012-06-05 10:20:00,3,38,2170
"3252","170","B",2012-06-26 10:15:00,3,48,2172
"3253","333","B",2012-06-26 10:15:00,3,38,2172
"3254","679","B",2012-06-26 10:15:00,3,23,2172
"3255","347","B",2012-06-26 10:15:00,3,28,2172
"3256","844","B",2012-06-26 10:15:00,3,28,2172
"3257","514","B",2012-06-26 10:15:00,3,28,2172
"3258","647","B",2012-06-26 10:15:00,3,38,2172
"3259","33","LB",2012-07-03 15:00:00,3,29,2173
